,text,dict,entities,biluo,has_entity
931,"in addition, as an ecologic study using visit-levelaggregate data, we are unable to examine individual-",{'entities': []},[],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",False
932,"national estimates of the number of injuries,injury rates, and 95% confidence intervals arepresented. injury rates per 100 000 populationwere annualized and calculated by using1993–96 postcensal population estimates fromthe united states bureau of census.25 confi-dence intervals for numbers and rates and rela-tive standard error (se) or coeycients of vari-ation were computed by using a program thataccounts for the stratified sample design andsample weights.20 national estimates based onweighted data for fewer than 25 cases or thathad a relative se (or coeycient of variation)more than 28% are unreliable and are foot-noted in tables. this work was exempt frominstitutional review board approval.",{'entities': []},[],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",False
933,"e�ciency is considered a key factor when evaluating a bank's performance. more-over, e�ciency enhancement is an explicit policy objective in the single market di-rective of the european commission. but e�ciency improvements may come at theexpense of deteriorating bank pro�ts and excessive risk-taking. both the quantitativee�ects and dynamic reactions of performance in response to e�ciency improvementsremain often unclear on both theoretical and empirical grounds. we analyze the dy-namic relations between e�ciency and performance in the german banking market.to this end we use panel data for all german banks for the years from 1993 to 2004and estimate impulse response functions (irf) derived from a vector autoregressivemodel. the irf estimate the response of a shock in e�ciency on pro�ts or defaultprobabilities. the former is estimated with stochastic frontier analysis, the latter isestimated with a hazard rate model. the results indicate that a positive unit shift ine�ciency reduces the probability of default and increases pro�ts. on the one hand,we �nd evidence that the long-run impact of pro�t e�ciency on risk is larger thanfor cost e�ciency. however, cost e�ciency impacts with a shorter time lag on theprobability of default. on the other hand, cost e�ciency has on average a slightlylarger impact on pro�ts than pro�t e�ciency.",{'entities': []},[],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",False
934,"as communities wrestled with data sharing requirements. most of the authors acknowledged the potential for exploi-tation of the local population and other forms of harm that might affect research participants, including loss of privacy. most also cited issues around informed consent, including questions about the rights of research subjects and potential benefits to the local community (denny, silaigwana, wassenaar, bull, & parker, 2015; jao et al., 2015; merson et al., 2015). other barriers included the time and effort it takes to make data ready for sharing, and the lack of per-ceived validation and recognition for researchers and the research team for their efforts. all mentioned the need for policies, frameworks, and examples related to data sharing as clear paths to follow were often lacking.",{'entities': []},[],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",False
935,"epese data. the observed rates generally fall within the 1-and the 4-year predictions. overall, in the hispanic epesecohort with no adl or mobility disability at baseline with asummary performance score of 4–12 (",{'entities': []},[],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",False
936,"29. centers for disease control and prevention (2007)national health and nutrition examination survey.anthropometric procedures manual. hyattsville, md: usdepartment of health and human services, cdc; availableat http://www.cdc.gov/nchs/data/nhanes/bm.pdf",{'entities': []},[],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",False
937,"for diabetes and other asymptomaticconditions that are clinically defined,diagnostic testing studies should usemultiple reference standards, ideally em-phasizing those that most closely replicatethe clinical setting. previous studies havehighlighted the low sensitivity of a1c fordetecting diabetes defined by a single fast-ing or 2-h glucose measurement(3,5,20,21). our data demonstrated im-proved performance of a1c comparedwith stronger gold standards that reliedon repeated glucose determinations ondifferent days.",{'entities': []},[],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",False
938,"discussionto our knowledge, this report provides the firstnational estimates of non-fatal, non-gswstreated in hospital emergency departmentspertaining to non-military, civilian life. duringthe four year period 1993 through 1996, weestimated that 16 344 non-fatal, non-gswswere treated in american emergency depart-ments annually. during this same period, anestimated 86 904 non-fatal gsws were treatedeach year in the same hospitals. in addition, anaverage of 37 024 persons were killed by gswsannually from 1993 through 1996.4 these datashow that non-fatal, non-gsws contributemarkedly to the total numbers of firearmrelated injuries in the united states each year.",{'entities': []},[],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",False
939,"fortunately, as a result of recent open access mandates, the global research community is devoting substantial thought to guidance in the area of data sharing, and we are seeing some positive examples of data sharing practices and procedures that can be emulated. one such example, described in this issue of the journal of empirical research on human research ethics, is the international network for the demographic evaluation of populations and their",{'entities': []},[],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",False
940,"with confirmation that performance measures can accu-rately predict disability outcomes in groups, it is valuable tofurther exploit the rich epese database to characterize per-formance levels and outcomes that can be expected to befound in a representative population. these descriptive dataand predictive models may then be applied to other popula-tions. available epese data provide information on the dis-tributions of the summary performance score and gait speedin representative older populations, and, according to levelof performance, the proportion of the population that is ex-pected to be nondisabled when first encountered, the pro-portion expected to die over time, and, finally, the proportionthat is predicted to become disabled. with data from all fourepese sites, appendix a shows the distribution of thesummary performance score according to age and sex. italso shows the proportion of persons in each performancecategory that is initially nondisabled in adls and mobilityand thus at risk of future disability. appendix b shows sim-","{'entities': [(132, 155, 'DATASET_NAME')]}","[(132, 155, 'DATASET_NAME')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATASET_NAME', 'I-DATASET_NAME', 'I-DATASET_NAME', 'L-DATASET_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",True
941,"level variation. therefore, we are unable to attributethese trends to individual health care–seeking behav-iors. visit-level data are useful in assessing overalldemand for medical services, but do not allow us theability to determine whether the trends observed arefrom one person who visited several times or severalpersons who visited once. therefore, in an effort toassess the validity of our results, we also performedanalyses of utilization trends by payer and sex.",{'entities': []},[],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",False
942,"30. centers for disease control and prevention (2005)national health and nutrition examination survey.analytic and reporting guidelines. hyattsville, md: usdepartment of health and human services, cdc; availableat http://www.cdc.gov/nchs/data/nhanes/nhanes_03_04/nhanes_analytic_guidelines_dec_2005.pdf",{'entities': []},[],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",False
943,"although numerous studies have examined the relationship between family and religion on delinquency, there have not been studies of the relationship between parents, friends, and religion on substance use among adults. the analysis for this study was based on two waves of data (wave 1, 1986 and wave 2, 1989) of the americans’ changing lives survey. the results revealed that social relationships, social in-tegration and attendance at religious services influence the number of drinks and cigarettes smoked per day among adults. parental influence varies by gender. the implications for social control, social net-works and gender perspectives are discussed. keywords: gender and substance use; social relationships and substance use; gender and social","{'entities': [(313, 349, 'DATASET_NAME')]}","[(313, 349, 'DATASET_NAME')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATASET_NAME', 'I-DATASET_NAME', 'I-DATASET_NAME', 'I-DATASET_NAME', 'I-DATASET_NAME', 'L-DATASET_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",True
944,"1m.koetter@rug.nl (m. koetter) and daniel.porath@wiwi.fh-mainz.de (d. porath). we wouldlike to thank participants at the economic seminar series at the university of tübingen and thesupervision seminar series at deutsche bundesbank. we are grateful to claudia buch, ferre degraeve, sandra eickmeier, frank heid, robert jung and laura spierdijk for helpful comments.this paper is part of a research project funded by the 'stiftung geld und währung'. the paperrepresents the authors' personal opinions and not necessarily those of the deutsche bundesbank.we are grateful for the provision of data. any remaining errors are, of course, our own.",{'entities': []},[],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",False
945,"abstractthis issue of the journal of empirical research on human research ethics highlights the ethical issues that arise when researchers conducting projects in low- and middle-income countries seek to share the data they produce. although sharing data is considered a best practice, the barriers to doing so are considerable and there is a need for guidance and examples. to that end, the authors of this article reviewed the articles in this special issue to identify challenges common to the five countries and to offer some practical advice to assist researchers in navigating this “uncharted territory,” as some termed it. concerns around informed consent, data management, data dissemination, and validation of research contributions were cited frequently as particularly challenging areas, so the authors focused on these four topics with the goal of providing specific resources to consult as well as examples of successful projects attempting to solve many of the problems raised.",{'entities': []},[],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",False
946,"drs. haggins and patrick are grateful for the support of the robertwood johnson foundation clinical scholars program. the viewsexpressed herein are solely those of the authors and do not neces-sarily reflect the views of the robert wood johnson foundation.dr. haggins is also thankful to hwajung choi, phd, for herpatience and insight in assisting with the data analysis.",{'entities': []},[],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",False
947,"in summary, we found that a1c per-forms best when more stringent glucosecriteria are used to define diabetes (i.e.,fasting glucose �126 mg/dl on twoseparate occasions), similar to clinicalpractice. our data support current rec-ommendations for use of a1c in the di-agnosis of diabetes and demonstrate thatan a1c cutoff of 6.5% is highly specificand may be reasonably sensitive in thecontext of evidence linking a1c to risk oflong-term microvascular and macrovas-cular outcomes in nondiabetic adults. wealso found that a1c and fasting glucoseboth strongly predict subsequent risk ofdiagnosed diabetes, but the very high riskobserved for individuals with both ele-vated fasting glucose and a1c suggests adual role for fasting glucose and a1c forprediction of diabetes.",{'entities': []},[],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",False
948,"neiss is only appropriate for calculatingnational estimates of firearm related injuriesand cannot be used to examine associationswith geographic location and urbanization.also, neiss data on injury related circum-stances are abstracted from emergency depart-ment records. since medical personnel prima-rily are focused on treating the patient, medicalrecords often lack suycient information todescribe injury related circumstances. forinstance, guns are used in about 30% ofweapon related assaults.41 we were only able toclassify the context (for example, robbery, bur-glary, sexual assault) in 38.3% of assaults. also,we had diyculty identifying the locale of theassault related incident (48% unknown), thetype of firearm (34% unknown), the victim-ovender relationship (45% unknown) andactivity at the time of injury (74% unknown).to improve reporting of these characteristics,neiss data could be linked to other datasources. law enforcement and medicalexaminer/coroner reports have been identifiedas providing the most comprehensive incidentinformation on firearm fatalities; law enforce-ment and crime lab reports could be a potentialinformation source for investigating non-fatalfirearm injuries.42 43","{'entities': [(177, 187, 'DATASET_NAME'), (878, 888, 'DATASET_NAME')]}","[(177, 187, 'DATASET_NAME'), (878, 888, 'DATASET_NAME')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATASET_NAME', 'L-DATASET_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATASET_NAME', 'L-DATASET_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",True
949,"keywordsdata sharing, informed consent, open science, privacy of human subjects, data repositories",{'entities': []},[],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",False
950,"ilar data for gait speed. by using these data one can calcu-late the proportion of persons of a specific age that have agait speed within a certain range who might be candidatesfor a specific intervention or clinical trial. it should be notedthat these gait speeds are lower than those measured inmany previous studies of gait speed and aging (24). most ofthose studies, performed in gait laboratories, made measure-ments after subjects reached their full speed, as opposed tothe home assessment done in the epese, in which subjectswere timed from a standing start. appendix c presentsequations resulting from multiple logistic analyses that pre-dict probability of death according to age, sex, and perfor-mance.",{'entities': []},[],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",False
951,"32. rao jnk & scott aj (1981) the analysis of categorical datafrom complex sample surveys: chi-squared goodness-of-fitand independence in two-way tables. j am stat assoc 76,221–230.",{'entities': []},[],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",False
